"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-08-03","ID","A",197,174,0,23,874,874,239,18,253,54,163993,808,,,,,,,21344,20067,230,0,,,,,,7370,,0,185337,1038,,,,,,0,184060,1026
"2020-08-03","ND","C",95,91,0,4,379,379,46,8,,,151966,2383,7136,,,,,,6776,6776,127,0,263,,,,,5590,315710,4558,315710,4558,7399,,,,156230,1725,324964,4727
"2020-08-03","IA","A+",882,,6,,,,241,0,,78,440634,2008,,36680,,,31,,45841,45841,349,0,,,2768,,,33219,,0,486475,2357,,,39487,,488480,2361,,0
"2020-08-03","NE","A",332,,0,,1630,1630,144,1,,,254404,3552,,,,,,,26702,26702,311,0,,,,,,19575,,0,281106,3863,,,,,281387,3861,,0
"2020-08-03","HI","C",26,,0,,199,199,75,5,,15,125037,593,,,,,10,,2242,,45,0,,,,,,1294,,0,127279,638,,,,,127279,638,158188,897
"2020-08-03","NH","B",417,,1,,696,696,24,1,209,,155988,1639,,,,,,,6634,6634,21,0,,,,,,5820,,0,162622,1660,27753,,27251,,162622,1660,243785,3110
"2020-08-03","GU","B",5,,0,,,,5,0,,2,22205,520,,,,,,,368,360,1,0,2,,,,,305,,0,22573,521,146,,,,22565,521,22563,690
"2020-08-03","NJ","A+",15753,13971,10,1782,21565,21565,738,0,,144,1981966,18438,,,,,49,,182614,182614,264,0,,,,,,32660,,0,2164580,18702,,,,,,0,2164580,18702
"2020-08-03","GA","A",3842,,2,,19124,19124,3111,60,3512,,1450966,19503,,,1466110,,,,195435,195435,2258,0,15069,,,,180291,,,0,1646401,21761,229417,,,,,0,1646401,21761
"2020-08-03","NM","B",654,,3,,2720,2720,127,17,,,553237,8147,,,,,,,21016,21016,220,0,,,,,,8343,,0,574253,8367,,,,,574253,8367,,0
"2020-08-03","FL","A",7279,7279,73,,27744,27744,7938,220,,,3260914,27049,339059,334221,4263794,,,3228,491884,491884,4752,0,19175,,18780,,622594,,,0,3752798,31801,358283,,353026,,3758496,31934,4908466,49145
"2020-08-03","NV","A+",847,,15,,,,1152,0,,326,433667,1753,,,,,207,,51199,51199,994,0,,,,,,1158,,0,484866,2747,,,,,483520,2201,641665,4639
"2020-08-03","DE","A+",585,515,0,70,,,40,0,,9,172604,2642,,,,,,,15055,14058,106,0,,,,,,8267,,0,187659,2748,,,,,187659,2748,,0
"2020-08-03","NY","A",25172,,2,,89995,89995,536,0,,136,5665931,51294,,,,,62,,416843,416843,545,0,,,,,,73279,6082774,51839,6082774,51839,,,,,,0,,0
"2020-08-03","DC","A+",586,,0,,,,104,0,,24,186502,1584,,,,,12,,12313,,39,0,,,,,,9893,198815,1623,198815,1623,,,,,,0,,0
"2020-08-03","OH","B",3539,3271,10,268,10992,10992,1001,92,2570,348,1441580,17065,,,,,199,,93963,88997,932,0,,,,,,69501,,0,1535543,17997,,,,,,0,1530577,17928
"2020-08-03","CT","B",4437,3555,5,882,10807,10807,56,0,,,779120,34934,,,,,,,50062,48093,252,0,,,,,,8613,,0,829182,35186,,,,,,0,827213,35173
"2020-08-03","OK","A+",551,,1,,3275,3275,628,34,,258,599461,0,,,599461,,,,38602,38602,377,0,2272,,,,43360,31165,,0,638063,377,60293,,,,,0,644042,0
"2020-08-03","CO","A",1691,,0,,6474,6474,308,9,,,499496,6191,130041,,,,,,47716,44527,449,0,9525,,,,,5393,714560,10606,714560,10606,139566,,,,544023,6641,,0
"2020-08-03","OR","A+",328,,2,,1655,1655,215,48,,62,397765,3205,,,397765,,27,,19366,18355,269,0,,,,,,3960,,0,417131,3474,,,,,416120,12879,,0
"2020-08-03","CA","B",9388,,32,,,,7629,0,,2069,7669795,142982,,,,,,,514901,514901,5739,0,,,,,,,,0,8184696,148721,,,,,,0,8184696,148721
"2020-08-03","PA","A+",7209,,0,,,,585,0,,,1142414,11435,,,,,103,,114155,110970,565,0,,,,,,86757,,0,1256569,12000,,,,,1253384,11989,,0
"2020-08-03","AZ","A+",3779,2431,14,152,11400,11400,2017,29,,628,784921,6960,,,,,461,,179497,137710,1030,0,,,,,,23702,,0,964418,7990,231917,,,,,0,964418,7990
"2020-08-03","PR","B",230,119,0,111,,,533,0,,66,305972,0,,,303412,,51,,18791,7113,380,0,11678,,,,7002,,,0,324763,380,,,,,,0,310546,0
"2020-08-03","AS","C",0,,0,,,,,0,,,1267,0,,,,,,,0,0,0,0,,,,,,,,0,1267,0,,,,,,0,1267,0
"2020-08-03","RI","A+",1010,,3,,2231,2231,80,20,,14,190820,3826,,,348793,,5,,19246,19246,224,0,,,,,27878,1838,376009,2733,376009,2733,,,,,210066,4050,376671,11605
"2020-08-03","AR","A",475,,17,,2966,2966,513,72,,,482803,11395,,,,403,108,,44597,44597,1424,0,,1085,,,,37240,,0,527400,12819,,7090,,,,0,527400,12819
"2020-08-03","SC","A+",1793,1721,16,72,5527,5527,1401,0,,366,638724,8255,50289,,614339,,224,,92951,92404,1163,0,3671,,,,117336,32859,,0,731675,9418,53960,,,,,0,731675,9949
"2020-08-03","AL","B",1633,1580,6,53,10865,10865,1540,344,1153,,621390,6764,,,,619,,,92661,89927,1217,0,,,,,,35401,,0,714051,7981,,,,,,0,711317,7880
"2020-08-03","SD","B",135,,0,,838,838,39,3,,,105628,630,,,,,,,9020,,65,0,,,,,,7939,,0,114648,695,,,,,114648,695,142922,142922
"2020-08-03","AK","A",25,25,1,,,,38,0,,,241743,2637,,,,,4,,4064,4064,80,0,,,,,,946,,0,245807,2717,,,,,,0,245807,2717
"2020-08-03","TN","A",1092,1055,19,37,4808,4808,1323,52,,,1463897,11226,,,1442560,,,,110636,109325,1009,0,,,,,130662,70878,,0,1574533,12235,,,,,,0,1573222,12201
"2020-08-03","WY","B",27,,1,,167,167,19,0,,,52032,1459,,,75592,,,,2848,2364,40,0,,,,,2418,2214,,0,54880,1499,,,,,54396,1569,78011,2244
"2020-08-03","TX","A",7016,,179,,,,8819,0,,3045,3392572,75278,,,,,,,442014,442014,11529,0,12054,,,,,297422,,0,3834586,86807,243777,,,,,0,3834586,86807
"2020-08-03","VT","B",57,57,0,,,,14,0,,,95811,556,,,,,,,1427,1427,1,0,,,,,,1240,,0,97238,557,,,,,97238,557,,0
"2020-08-03","UT","A+",314,,3,,2450,2450,252,20,630,83,498653,3112,,,,257,,,41529,41529,354,0,,547,,514,,29967,,0,540182,3466,,1495,,1250,540182,3466,647027,4659
"2020-08-03","WI","A+",956,949,1,7,4732,4732,294,15,910,106,911435,6769,,,,,,105,59401,55328,411,0,,,,,,44495,,0,970836,7180,,,,,966763,7173,,0
"2020-08-03","VA","A+",2218,2108,0,110,13460,13460,1205,180,,271,1062002,13758,,,,,151,322,93106,89602,1324,0,8044,,,,109903,12255,1151604,15036,1155108,15082,107122,,,,,0,,0
"2020-08-03","VI","C",8,8,0,,,,,0,,,8997,129,,,,,,7,439,,18,0,,,,,,354,,0,9436,147,,,,,,0,9443,97
"2020-08-03","ME","A+",124,122,1,2,389,389,12,1,,3,170175,2059,8478,,168562,,1,,3970,3541,12,0,419,,,,4944,3396,,0,174145,2071,8909,,,,,0,173716,2065
"2020-08-03","WV","B",117,,0,,,,116,0,,50,288073,3715,,,,,17,,6973,6829,119,0,,,,,,4918,,0,295046,3834,14399,,,,,0,294902,3831
"2020-08-02","WI","A+",955,948,1,7,4717,4717,268,36,910,100,904666,8721,,,,,,122,58990,54924,932,0,,,,,,43964,,0,963656,9653,,,,,959590,9643,,0
"2020-08-02","MP","D",2,,0,,4,4,,0,,,11719,0,,,,,,,45,45,3,0,,,,,,29,,0,11764,3,,,,,11759,0,12745,0
"2020-08-02","MO","B",1253,,0,,,,889,0,,,650627,5140,,57768,858109,,96,,51840,51840,582,0,,,2215,,60974,,,0,702467,5722,,,59983,,702467,5722,920290,9334
"2020-08-02","MN","A",1654,1614,8,40,5241,5241,302,33,1532,149,802394,11314,,,,,,,55947,55947,759,0,,,,,,48847,,0,858341,12073,,,,,858341,12073,1054962,14645
"2020-08-02","MS","A+",1703,1657,10,46,4314,4314,1172,0,,302,401592,0,,,,,172,,60553,59637,672,0,95,,,,,35071,,0,462145,672,16566,,,,,0,460594,0
"2020-08-02","ME","A+",123,122,0,1,388,388,12,0,,4,168116,2307,8468,,166510,,1,,3958,3535,21,0,418,,,,4932,3387,,0,172074,2328,8898,,,,,0,171651,2326
"2020-08-02","MD","A",3515,3381,9,134,12746,12746,553,74,,129,854512,14523,,,,,,,90274,90274,909,0,,,,,106014,5713,,0,944786,15432,,,,,944786,15432,1264012,23785
"2020-08-02","MA","A+",8638,8417,12,221,11936,11936,406,6,,68,1096082,12959,,,,,33,,118458,110430,418,0,,,,,147080,97595,,0,1621729,8178,,,97293,,1206512,13312,1621729,8178
"2020-08-02","LA","A",4007,3893,58,114,,,1534,0,,,1259693,33730,,,,,221,,119747,119747,3467,0,,,,,,74246,,0,1379440,37197,,,,,1379440,37197,,0
"2020-08-02","KY","B",742,738,2,4,3782,3782,602,0,1207,128,565951,0,,,,,,,31185,29346,462,0,,,,,,8135,,0,597136,462,43626,273,,,,0,594873,0
"2020-08-02","MT","C",61,,0,,233,233,72,3,,,170102,2630,,,,,,,4193,4193,112,0,,,,,,2466,,0,174295,2742,,,,,,0,174295,2742
"2020-08-02","KS","A+",358,,0,,1751,1751,366,0,494,98,264695,0,,,,179,26,,27812,,0,0,,,,,,1178,,0,292507,0,,,,,292507,0,,0
"2020-08-02","NC","A+",1969,1969,5,,,,1142,0,,341,1688291,25757,,,,,,,125219,125219,1341,0,,,,,,92302,,0,1813510,27098,,,,,,0,1813510,27098
"2020-08-02","IN","A+",2975,2775,4,200,8848,8848,873,67,1852,322,701186,9702,,,,,77,,67857,,735,0,,,,,,47355,,0,769043,10437,,,,,769043,10437,955422,13317
"2020-08-02","ND","C",95,91,0,4,371,371,45,0,,,149583,0,7112,,,,,,6649,6649,56,0,262,,,,,5396,311152,3828,311152,3828,7374,,,,154505,795,320237,3962
"2020-08-02","IL","A",7714,7517,14,197,,,1407,0,,339,2596379,37478,,,,,126,,183224,181943,1467,0,,,,,,,,0,2779603,38945,,,,,,0,2778322,38945
"2020-08-02","NE","A",332,,0,,1629,1629,142,7,,,250852,1804,,,,,,,26391,26391,180,0,,,,,,19325,,0,277243,1984,,,,,277526,1982,,0
"2020-08-02","ID","A",197,174,8,23,856,856,239,6,250,54,163185,2033,,,,,,,21114,19849,393,0,,,,,,7146,,0,184299,2426,,,,,,0,183034,2419
"2020-08-02","NH","B",416,,0,,695,695,22,0,208,,154349,0,,,,,,,6613,6613,0,0,,,,,,5794,,0,160962,0,27694,,27088,,160962,0,240675,3640
"2020-08-02","IA","A+",876,,4,,,,231,0,,75,438626,4632,,36627,,,36,,45492,45492,516,0,,,2760,,,32952,,0,484118,5148,,,39426,,486119,5228,,0
"2020-08-02","NJ","A+",15743,13961,6,1782,21565,21565,695,0,,113,1963528,48859,,,,,45,,182350,182350,321,0,,,,,,32475,,0,2145878,49180,,,,,,0,2145878,49549
"2020-08-02","HI","C",26,,0,,194,194,75,15,,15,124444,3304,,,,,10,,2197,,86,0,,,,,,1269,,0,126641,3390,,,,,126641,3390,157291,4315
"2020-08-02","NM","B",651,,9,,2703,2703,134,17,,,545090,7678,,,,,,,20796,20796,196,0,,,,,,8286,,0,565886,7874,,,,,565886,7874,,0
"2020-08-02","GU","B",5,,0,,,,2,0,,2,21685,0,,,,,,,367,359,0,0,2,,,,,304,,0,22052,0,145,,,,22044,0,21873,0
"2020-08-02","NV","A+",832,,0,,,,1165,0,,333,431914,6768,,,,,193,,50205,50205,1131,0,,,,,,1127,,0,482119,7899,,,,,481319,8269,637026,12183
"2020-08-02","GA","A",3840,,15,,19064,19064,3069,69,3496,,1431463,25390,,,1446960,,,,193177,193177,3165,0,14823,,,,177680,,,0,1624640,28555,227358,,,,,0,1624640,28555
"2020-08-02","NY","A",25170,,6,,89995,89995,556,0,,143,5614637,58430,,,,,71,,416298,416298,531,0,,,,,,73222,6030935,58961,6030935,58961,,,,,,0,,0
"2020-08-02","FL","A",7206,7206,62,,27524,27524,7952,180,,,3233865,34450,339059,334221,4221931,,,3394,487132,487132,7104,0,19175,,18780,,615892,,,0,3720997,41554,358283,,353026,,3726562,41687,4859321,65960
"2020-08-02","OH","B",3529,3261,14,268,10900,10900,1049,43,2560,334,1424515,23699,,,,,187,,93031,88134,944,0,,,,,,68394,,0,1517546,24643,,,,,,0,1512649,24615
"2020-08-02","DE","A+",585,515,0,70,,,43,0,,8,169962,1943,,,,,,,14949,13952,72,0,,,,,,8235,,0,184911,2015,,,,,184911,2015,,0
"2020-08-02","OK","A+",550,,1,,3241,3241,628,13,,258,599461,0,,,599461,,,,38225,38225,494,0,2272,,,,43360,30820,,0,637686,494,60293,,,,,0,644042,0
"2020-08-02","DC","A+",586,,1,,,,102,0,,24,184918,3342,,,,,12,,12274,,69,0,,,,,,9870,197192,3411,197192,3411,,,,,,0,,0
"2020-08-02","OR","A+",326,,1,,1607,1607,208,0,,65,394560,3761,,,394560,,32,,19097,17540,280,0,,,,,,3872,,0,413657,4041,,,,,403241,0,,0
"2020-08-02","CT","B",4432,3551,0,881,10807,10807,69,0,,,744186,0,,,,,,,49810,47854,0,0,,,,,,8613,,0,793996,0,,,,,,0,792040,0
"2020-08-02","PA","A+",7209,,5,,,,564,0,,,1130979,11593,,,,,90,,113590,110416,654,0,,,,,,86328,,0,1244569,12247,,,,,1241395,12230,,0
"2020-08-02","CO","A",1691,,0,,6465,6465,335,24,,,493305,6711,129376,,,,,,47267,44077,458,0,9474,,,,,5359,703954,12589,703954,12589,138850,,,,537382,7162,,0
"2020-08-02","PR","B",230,119,5,111,,,506,0,,64,305972,0,,,303412,,46,,18411,6835,539,0,11576,,,,7002,,,0,324383,539,,,,,,0,310546,0
"2020-08-02","CA","B",9356,,132,,,,7761,0,,2119,7526813,140356,,,,,,,509162,509162,9032,0,,,,,,,,0,8035975,149388,,,,,,0,8035975,149388
"2020-08-02","RI","A+",1007,,0,,2211,2211,76,0,,15,186994,0,,,337466,,5,,19022,19022,0,0,,,,,27600,1823,373276,3974,373276,3974,,,,,206016,0,365066,0
"2020-08-02","AZ","A+",3765,2431,18,152,11371,11371,2147,25,,685,777961,6313,,,,,474,,178467,137710,1465,0,,,,,,23413,,0,956428,7778,230790,,,,,0,956428,7778
"2020-08-02","SC","A+",1777,1709,26,68,5527,5527,1427,0,,365,630469,9199,50002,,605932,,230,,91788,91257,1189,0,3635,,,,115794,32859,,0,722257,10388,53637,,,,,0,721726,10380
"2020-08-02","AS","C",0,,0,,,,,0,,,1267,0,,,,,,,0,0,0,0,,,,,,,,0,1267,0,,,,,,0,1267,0
"2020-08-02","SD","B",135,,1,,835,835,35,3,,,104998,933,,,,,,,8955,,88,0,,,,,,7909,,0,113953,1021,,,,,113953,1021,,0
"2020-08-02","AR","A",458,,-2,,2894,2894,499,42,,,471408,0,,,,397,104,,43173,43173,0,0,,1085,,,,36034,,0,514581,0,,7090,,,,0,514581,0
"2020-08-02","TN","A",1073,1036,6,37,4756,4756,1271,32,,,1452671,18002,,,1431528,,,,109627,108350,1443,0,,,,,129493,68471,,0,1562298,19445,,,,,,0,1561021,19406
"2020-08-02","AL","B",1627,1576,24,51,10521,10521,1538,0,1151,,614626,6604,,,,616,,,91444,88811,2095,0,,,,,,35401,,0,706070,8699,,,,,,0,703437,8635
"2020-08-02","TX","A",6837,,0,,,,8969,0,,3117,3317294,0,,,,,,,430485,430485,0,0,11812,,,,,282604,,0,3747779,0,242251,,,,,0,3747779,0
"2020-08-02","AK","A",24,24,0,,,,39,0,,,239106,4300,,,,,3,,3984,3984,157,0,,,,,,932,,0,243090,4457,,,,,,0,243090,4457
"2020-08-02","UT","A+",311,,1,,2430,2430,289,18,628,84,495541,2983,,,,256,,,41175,41175,473,0,,540,,508,,29389,,0,536716,3456,,1469,,1233,536716,3456,642368,4940
"2020-08-02","WA","B",1592,1592,28,,5655,5655,407,87,,,1049497,4559,,,,,57,,60588,60588,228,0,,,,,,,1110085,4787,1110085,4787,,,,,1001528,27874,,0
"2020-08-02","VA","A+",2218,2108,3,110,13280,13280,1172,17,,267,1048244,11684,,,,,138,315,91782,88324,981,0,7995,,,,108778,12108,1136568,12641,1140026,12665,106608,,,,,0,,0
"2020-08-02","WV","B",117,,1,,,,112,0,,47,284358,3869,,,,,16,,6854,6713,119,0,,,,,,4897,,0,291212,3988,14364,,,,,0,291071,3987
"2020-08-02","VI","C",8,8,0,,,,,0,,,8868,0,,,,,,57,421,,0,0,,,,,,341,,0,9289,0,,,,,,0,9346,0
"2020-08-02","VT","B",57,57,0,,,,15,0,,,95255,1284,,,,,,,1426,1426,5,0,,,,,,1238,,0,96681,1289,,,,,96681,1289,,0
"2020-08-02","MI","A+",6457,6206,0,251,,,727,0,,238,1810080,24582,,,1810080,,144,,91761,82782,429,0,,,,,116268,60022,,0,1901841,25011,217937,,,,,0,1926348,25433
"2020-08-02","WY","B",26,,0,,167,167,18,0,,,50573,0,,,73418,,,,2808,2333,39,0,,,,,2348,2173,,0,53381,39,,,,,52827,0,75767,0
"2020-08-01","WY","B",26,,0,,167,167,18,1,,,50573,0,,,73418,,,,2769,2297,43,0,,,,,2348,2153,,0,53342,43,,,,,52827,0,75767,0
"2020-08-01","MS","A+",1693,1648,30,45,4314,4314,1172,38,,302,401592,5834,,,,,172,,59881,59002,1134,0,95,,,,,35071,,0,461473,6968,16566,,,,,0,460594,6924
"2020-08-01","MP","D",2,,0,,4,4,,0,,,11719,0,,,,,,,42,42,0,0,,,,,,29,,0,11761,0,,,,,11759,0,12745,0
"2020-08-01","MO","B",1253,,10,,,,812,0,,,645487,9037,,57677,849835,,103,,51258,51258,935,0,,,2206,,59544,,,0,696745,9972,,,59883,,696745,9972,910956,15265
"2020-08-01","MT","C",61,,1,,230,230,71,0,,,167472,1467,,,,,,,4081,4081,116,0,,,,,,2456,,0,171553,1583,,,,,,0,171553,1583
"2020-08-01","MI","A+",6457,6206,7,251,,,727,0,,238,1785498,31625,,,1785498,,144,,91332,82356,758,0,,,,,115417,60022,,0,1876830,32383,216608,,,,,0,1900915,32759
"2020-08-01","ME","A+",123,122,0,1,388,388,10,0,,5,165809,2554,8425,,164215,,1,,3937,3516,25,0,417,,,,4905,3377,,0,169746,2579,8854,,,,,0,169325,2571
"2020-08-01","MD","A",3506,3374,13,132,12672,12672,592,79,,132,839989,17144,,,,,,,89365,89365,1019,0,,,,,104907,5713,,0,929354,18163,,,,,929354,18163,1240227,31004
"2020-08-01","MA","A+",8626,8406,17,220,11930,11930,369,22,,53,1083123,12305,,,,,26,,118040,110077,428,0,,,,,146945,97595,,0,1613551,11055,,,96964,,1193200,12595,1613551,11055
"2020-08-01","LA","A",3949,3835,0,114,,,1546,0,,,1225963,0,,,,,222,,116280,116280,0,0,,,,,,74246,,0,1342243,0,,,,,1342243,0,,0
"2020-08-01","NC","A+",1964,1964,40,,,,1151,0,,349,1662534,27580,,,,,,,123878,123878,1730,0,,,,,,92302,,0,1786412,29310,,,,,,0,1786412,29310
"2020-08-01","KY","B",740,736,5,4,3782,3782,602,468,1207,128,565951,8279,,,,,,,30723,28922,572,0,,,,,,8135,,0,596674,8851,43626,273,,,,0,594873,8797
"2020-08-01","ND","C",95,91,0,4,371,371,45,7,,,149583,2088,7112,,,,,,6593,6593,132,0,262,,,,,5396,307324,5815,307324,5815,7374,,,,153710,2465,316275,6045
"2020-08-01","KS","A+",358,,0,,1751,1751,366,0,494,98,264695,0,,,,179,26,,27812,,0,0,,,,,,1178,,0,292507,0,,,,,292507,0,,0
"2020-08-01","NE","A",332,,4,,1622,1622,152,12,,,249048,3858,,,,,,,26211,26211,445,0,,,,,,19172,,0,275259,4303,,,,,275544,4299,,0
"2020-08-01","IN","A+",2971,2771,6,200,8781,8781,977,54,1836,322,691484,10255,,,,,81,,67122,,968,0,,,,,,46955,,0,758606,11223,,,,,758606,11223,942105,15699
"2020-08-01","NH","B",416,,1,,695,695,22,3,208,,154349,2584,,,,,,,6613,6613,69,0,,,,,,5794,,0,160962,2653,27535,,27088,,160962,2653,237035,3007
"2020-08-01","IL","A",7700,7503,8,197,,,1347,0,,334,2558901,38170,,,,,148,,181757,180476,1639,0,,,,,,,,0,2740658,39809,,,,,,0,2739377,39809
"2020-08-01","NJ","A+",15737,13955,12,1782,21565,21565,695,0,,113,1914669,0,,,,,45,,182029,182029,369,0,,,,,,32475,,0,2096698,369,,,,,,0,2096329,0
"2020-08-01","ID","A",189,155,12,22,850,850,239,15,249,54,161152,2288,,,,,,,20721,19463,475,0,,,,,,6998,,0,181873,2763,,,,,,0,180615,2731
"2020-08-01","NM","B",642,,7,,2686,2686,152,19,,,537412,6163,,,,,,,20600,20600,212,0,,,,,,8139,,0,558012,6375,,,,,558012,6375,,0
"2020-08-01","IA","A+",872,,5,,,,242,0,,77,433994,4164,,36590,,,35,,44976,44976,394,0,,,2753,,,32819,,0,478970,4558,,,39382,,480891,4569,,0
"2020-08-01","NV","A+",832,,2,,,,1165,0,,333,425146,3331,,,,,193,,49074,49074,986,0,,,,,,1127,,0,474220,4317,,,,,473050,4083,624843,8112
"2020-08-01","HI","C",26,,0,,179,179,75,2,,15,121140,1761,,,,,10,,2111,,122,0,,,,,,1243,,0,123251,1883,,,,,123251,1883,152976,2582
"2020-08-01","NY","A",25164,,14,,89995,89995,581,0,,147,5556207,81984,,,,,72,,415767,415767,753,0,,,,,,73134,5971974,82737,5971974,82737,,,,,,0,,0
"2020-08-01","GU","B",5,,0,,,,2,0,,2,21685,159,,,,,,,367,359,11,0,2,,,,,304,,0,22052,170,145,,,,22044,170,21873,0
"2020-08-01","OH","B",3515,3246,26,269,10857,10857,1049,67,2557,340,1400816,23641,,,,,188,,92087,87218,928,0,,,,,,67319,,0,1492903,24569,,,,,,0,1488034,24526
"2020-08-01","GA","A",3825,,73,,18995,18995,3095,306,3475,,1406073,17738,,,1421683,,,,190012,190012,3660,0,14462,,,,174402,,,0,1596085,21398,224874,,,,,0,1596085,21398
"2020-08-01","OK","A+",549,,8,,3228,3228,628,67,,258,599461,10370,,,599461,,,,37731,37731,1244,0,2272,,,,43360,30282,,0,637192,11614,60293,,,,,0,644042,11507
"2020-08-01","FL","A",7144,7144,178,,27344,27344,8072,439,,,3199415,41713,339059,334221,4166771,,,3409,480028,480028,9642,0,19175,,18780,,605946,,,0,3679443,51355,358283,,353026,,3684875,51482,4793361,81174
"2020-08-01","OR","A+",325,,3,,1607,1607,208,0,,65,390799,5098,,,390799,,32,,18817,17540,325,0,,,,,,3872,,0,409616,5423,,,,,403241,0,,0
"2020-08-01","DE","A+",585,515,0,70,,,45,0,,18,168019,1760,,,,,,,14877,13880,89,0,,,,,,8212,,0,182896,1849,,,,,182896,1849,,0
"2020-08-01","PA","A+",7204,,15,,,,579,0,,,1119386,14562,,,,,89,,112936,109779,888,0,,,,,,85831,,0,1232322,15450,,,,,1229165,15434,,0
"2020-08-01","DC","A+",585,,0,,,,100,0,,26,181576,4961,,,,,13,,12205,,79,0,,,,,,9816,193781,5040,193781,5040,,,,,,0,,0
"2020-08-01","PR","B",225,115,6,110,,,508,0,,65,305972,0,,,303412,,41,,17872,6543,1091,0,11329,,,,7002,,,0,323844,1091,,,,,,0,310546,0
"2020-08-01","CT","B",4432,3551,0,881,10807,10807,69,0,,,744186,0,,,,,,,49810,47854,0,0,,,,,,8613,,0,793996,0,,,,,,0,792040,0
"2020-08-01","RI","A+",1007,,0,,2211,2211,76,0,,15,186994,0,,,337466,,5,,19022,19022,0,0,,,,,27600,1823,369302,5176,369302,5176,,,,,206016,0,365066,0
"2020-08-01","CO","A",1691,,0,,6441,6441,350,28,,,486594,6452,128389,,,,,,46809,43626,605,0,9385,,,,,5334,691365,12542,691365,12542,137774,,,,530220,7046,,0
"2020-08-01","SC","A+",1751,1683,39,68,5527,5527,1453,410,,359,621270,17451,49676,,597095,,235,,90599,90076,1583,0,3557,,,,114251,32859,,0,711869,19034,53233,,,,,0,711346,20410
"2020-08-01","CA","B",9224,,219,,,,7754,0,,2120,7386457,69004,,,,,,,500130,500130,6542,0,,,,,,,,0,7886587,75546,,,,,,0,7886587,75546
"2020-08-01","SD","B",134,,4,,832,832,36,8,,,104065,1194,,,,,,,8867,,103,0,,,,,,7820,,0,112932,1297,,,,,112932,1297,,0
"2020-08-01","AZ","A+",3747,2431,53,152,11346,11346,2226,86,,710,771648,11915,,,,,490,,177002,137710,2992,0,,,,,,23064,,0,948650,14907,229328,,,,,0,948650,14907
"2020-08-01","TN","A",1067,1030,7,37,4724,4724,1446,63,,,1434669,27223,,,1413842,,,,108184,106946,2225,0,,,,,127773,67651,,0,1542853,29448,,,,,,0,1541615,29391
"2020-08-01","AS","C",0,,0,,,,,0,,,1267,230,,,,,,,0,0,0,0,,,,,,,,0,1267,230,,,,,,0,1267,230
"2020-08-01","TX","A",6837,,268,,,,8969,0,,3117,3317294,68488,,,,,,,430485,430485,9539,0,11812,,,,,282604,,0,3747779,78027,242251,,,,,0,3747779,78027
"2020-08-01","AR","A",460,,7,,2852,2852,507,0,,,471408,10450,,,,395,100,,43173,43173,662,0,,1085,,,,36034,,0,514581,11112,,7090,,,,0,514581,11864
"2020-08-01","UT","A+",310,,6,,2412,2412,268,35,627,82,492558,3844,,,,255,,,40702,40702,506,0,,530,,498,,28747,,0,533260,4350,,1439,,1210,533260,4350,637428,6119
"2020-08-01","AL","B",1603,1553,23,50,10521,10521,1416,0,1150,,608022,6278,,,,616,,,89349,86780,1626,0,,,,,,35401,,0,697371,7904,,,,,,0,694802,7780
"2020-08-01","VA","A+",2215,2105,41,110,13263,13263,1256,-8,,275,1036560,15701,,,,,150,352,90801,87367,913,0,7905,,,,107823,12007,1123927,16567,1127361,16614,105916,,,,,0,,0
"2020-08-01","AK","A",24,24,1,,,,37,0,,,234806,5377,,,,,3,,3827,3827,150,0,,,,,,930,,0,238633,5527,,,,,,0,238633,5527
"2020-08-01","VI","C",8,8,0,,,,,0,,,8868,93,,,,,,57,421,,15,0,,,,,,341,,0,9289,108,,,,,,0,9346,153
"2020-08-01","WI","A+",954,947,13,7,4681,4681,279,44,904,88,895945,13796,,,,,,157,58058,54002,1124,0,,,,,,43284,,0,954003,14920,,,,,949947,14858,,0
"2020-08-01","VT","B",57,57,0,,,,16,0,,,93971,1017,,,,,,,1421,1421,7,0,,,,,,1231,,0,95392,1024,,,,,95392,1024,,0
"2020-08-01","WA","B",1564,1564,0,,5568,5568,415,0,,,1044938,8586,,,,,56,,60360,60360,410,0,,,,,,,1105298,8996,1105298,8996,,,,,973654,0,,0
"2020-08-01","MN","A",1646,1606,6,40,5208,5208,317,53,1520,149,791080,11189,,,,,,,55188,55188,725,0,,,,,,48119,,0,846268,11914,,,,,846268,11914,1040317,15401
"2020-08-01","WV","B",116,,0,,,,108,0,,39,280489,3143,,,,,18,,6735,6595,93,0,,,,,,4858,,0,287224,3236,14292,,,,,0,287084,3236
